congress,chamber,rollnumber,date,session,clerk_rollnumber,yea_count,nay_count,nominate_mid_1,nominate_mid_2,nominate_spread_1,nominate_spread_2,nominate_log_likelihood,bill_number,vote_result,vote_desc,vote_question,dtl_desc,issue_code
118,House,1,1/3/23,1,2,212,222,0.023,-0.045,0.716,-0.133,-0.348,,Jeffries,,Election of the Speaker,,
118,House,2,1/3/23,1,3,212,222,0.023,-0.045,0.716,-0.133,-0.348,,Jeffries,,Election of the Speaker,,
118,House,3,1/3/23,1,4,212,222,0.023,-0.045,0.716,-0.133,-0.348,,Jeffries,,Election of the Speaker,,
118,House,4,1/4/23,1,5,212,221,0.023,-0.045,0.716,-0.133,-0.348,,Jeffries,,Election of the Speaker,,
118,House,5,1/4/23,1,6,212,221,0.023,-0.045,0.716,-0.133,-0.348,,Jeffries,,Election of the Speaker,,
118,House,6,1/4/23,1,7,212,221,0.023,-0.045,0.716,-0.133,-0.348,,Jeffries,,Election of the Speaker,,
118,House,7,1/4/23,1,8,216,214,-0.208,0.978,-0.563,-0.91,-16.26,,Passed,,On Motion to Adjourn,,
118,House,8,1/5/23,1,9,212,221,0.023,-0.045,0.716,-0.133,-0.348,,Jeffries,,Election of the Speaker,,
118,House,9,1/5/23,1,10,212,221,0.023,-0.045,0.716,-0.133,-0.348,,Jeffries,,Election of the Speaker,,
118,House,10,1/5/23,1,11,212,220,0.023,-0.045,0.716,-0.133,-0.348,,Jeffries,,Election of the Speaker,,
118,House,11,1/5/23,1,12,212,220,0.023,-0.045,0.716,-0.133,-0.348,,Jeffries,,Election of the Speaker,,
118,House,12,1/5/23,1,13,212,220,0.023,-0.045,0.716,-0.133,-0.348,,Jeffries,,Election of the Speaker,,
118,House,13,1/5/23,1,14,219,213,-0.145,0.989,-0.489,-0.523,-7.367,,Passed,,On Motion to Adjourn,,
118,House,14,1/6/23,1,15,213,218,-0.246,0.969,-0.539,-1.036,-24.309,,McCarthy,,Election of the Speaker,,
118,House,15,1/6/23,1,16,214,218,-0.236,0.972,-0.545,-0.995,-21.213,,McCarthy,,Election of the Speaker,,
118,House,16,1/6/23,1,17,220,212,0.023,-0.045,-0.716,0.133,-0.348,,Passed,,On Motion to Adjourn,,
118,House,17,1/6/23,1,18,216,216,-0.216,0.976,-0.546,-0.894,-16.078,,McCarthy,,Election of the Speaker,,
118,House,18,1/6/23,1,19,155,279,-0.007,1,-0.218,-0.517,-129.079,,Failed,,On Motion to Adjourn,,
118,House,19,1/7/23,1,20,216,212,0.024,-0.028,-0.716,0.121,-0.344,,McCarthy,,Election of the Speaker,,
118,House,20,1/9/23,1,21,211,205,0.022,-0.057,-0.716,0.141,-0.34,HRES5,Passed,"Adopting the Rules of the House of Representatives for the One Hundred Eighteenth Congress, and for other purposes",On Ordering the Previous Question,,Congress
118,House,21,1/9/23,1,22,210,220,0.023,-0.045,0.716,-0.133,-0.348,HRES5,Failed,"Adopting the Rules of the House of Representatives for the One Hundred Eighteenth Congress, and for other purposes",On Motion to Commit,,Congress
118,House,22,1/9/23,1,23,220,213,0.021,-0.355,-0.679,0.617,-7.89,HRES5,Passed,"Adopting the Rules of the House of Representatives for the One Hundred Eighteenth Congress, and for other purposes",On Agreeing to the Resolution,,Congress
118,House,23,1/9/23,1,24,208,221,0.022,-0.05,0.716,-0.128,-0.344,HR23,Failed,Family and Small Business Taxpayer Protection Act,On Motion to Recommit,,Taxation
118,House,24,1/9/23,1,25,221,210,0.023,-0.045,-0.716,0.133,-0.347,HR23,Passed,Family and Small Business Taxpayer Protection Act,On Passage,,Taxation
118,House,25,1/10/23,1,26,365,65,0.023,-1,-0.217,-0.803,-83.673,HRES11,Passed,Establishing the Select Committee on the Strategic Competition Between the United States and the Chinese Communist Party,On Agreeing to the Resolution,,Congress
118,House,26,1/10/23,1,27,221,211,0.023,-0.045,-0.716,0.133,-0.348,HRES12,Passed,Establishing a Select Subcommittee on the Weaponization of the Federal Government as a select investigative subcommittee of the Committee on the Judiciary,On Agreeing to the Resolution,,Congress
118,House,27,1/11/23,1,28,212,219,0.023,-0.045,0.716,-0.133,-0.348,HR26,Failed,Born-Alive Abortion Survivors Protection Act,On Motion to Recommit,,Crime and Law Enforcement
118,House,28,1/11/23,1,29,220,210,0.029,-0.248,-0.68,-0.579,-4.187,HR26,Passed,Born-Alive Abortion Survivors Protection Act,On Passage,,Crime and Law Enforcement
118,House,29,1/11/23,1,30,222,209,0.188,-0.936,-0.665,-0.706,-10.595,HCONRES3,Passed,"Expressing the sense of Congress condemning the recent attacks on pro-life facilities, groups, and churches",On Agreeing to the Resolution,,Crime and Law Enforcement
118,House,30,1/12/23,1,31,331,97,-0.438,0.167,-0.37,-0.317,-85.304,HR22,Passed,Protecting America’s Strategic Petroleum Reserve from China Act,On Passage,,Energy
118,House,31,1/24/23,1,32,422,2,0,0,0,0,0,HR159,Passed,Chance to Compete Act of 2023,"On Motion to Suspend the Rules and Pass, as Amended",,Government Operations and Politics
118,House,32,1/24/23,1,33,425,0,0,0,0,0,0,HR300,Passed,Settlement Agreement Information Database Act of 2023,"On Motion to Suspend the Rules and Pass, as Amended",,Government Operations and Politics
118,House,33,1/25/23,1,34,424,4,0,0,0,0,0,HR346,Passed,NOTAM Improvement Act,"On Motion to Suspend the Rules and Pass, as Amended",,Government Operations and Politics
118,House,34,1/25/23,1,35,411,13,0.435,-0.9,0.183,-0.769,-24.748,HR400,Passed,Investing in Main Street Act,On Motion to Suspend the Rules and Pass,,Commerce
118,House,35,1/25/23,1,36,420,1,0,0,0,0,0,HCONRES7,Passed,"Commending the bravery, courage, and resolve of the women and men of Iran demonstrating in more than 133 cities and risking their safety to speak out against the Iranian regime’s human rights abuses","On Motion to Suspend the Rules and Agree to the Resolution, as Amended",,International Affairs
118,House,36,1/26/23,1,37,205,220,0.177,-0.41,0.656,1.246,-14.625,HR21,Failed,,On Agreeing to the Amendment,,Energy
118,House,37,1/26/23,1,38,213,218,0.099,0.09,0.682,0.526,-1.708,HR21,Failed,,On Agreeing to the Amendment,,Energy
118,House,38,1/26/23,1,39,214,219,0.065,0.157,0.507,1.229,-13.348,HR21,Failed,,On Agreeing to the Amendment,,Energy
118,House,39,1/26/23,1,40,214,219,0.193,-0.119,0.53,1.166,-9.979,HR21,Failed,,On Agreeing to the Amendment,,Energy
118,House,40,1/26/23,1,41,389,42,0.58,-0.686,0.165,-0.305,-92.056,HR21,Agreed to,,On Agreeing to the Amendment,,Energy
118,House,41,1/26/23,1,42,14,418,-0.952,-0.306,0.389,1.075,-37.597,HR21,Failed,,On Agreeing to the Amendment,,Energy
118,House,42,1/26/23,1,43,213,218,0.103,0.084,0.696,-0.443,-6.47,HR21,Failed,,On Agreeing to the Amendment,,Energy
118,House,43,1/26/23,1,44,220,212,0.341,-0.94,-0.371,-0.471,-35.475,HR21,Agreed to,,On Agreeing to the Amendment,,Energy
118,House,44,1/26/23,1,45,213,218,0.262,-0.314,0.582,1.248,-16.672,HR21,Failed,,On Agreeing to the Amendment,,Energy
118,House,45,1/26/23,1,46,212,218,0.137,-0.035,0.533,1.164,-10.426,HR21,Failed,,On Agreeing to the Amendment,,Energy
118,House,46,1/26/23,1,47,205,225,0.188,-0.304,0.495,1.253,-19.367,HR21,Failed,,On Agreeing to the Amendment,,Energy
118,House,47,1/26/23,1,48,213,218,0.137,-0.035,0.533,1.164,-10.426,HR21,Failed,,On Agreeing to the Amendment,,Energy
118,House,48,1/26/23,1,49,213,218,0.174,-0.091,0.531,1.166,-9.512,HR21,Failed,,On Agreeing to the Amendment,,Energy
118,House,49,1/26/23,1,50,213,219,0.137,-0.035,0.533,1.164,-10.426,HR21,Failed,,On Agreeing to the Amendment,,Energy
118,House,50,1/26/23,1,51,210,222,0.269,-0.885,0.627,0.839,-11.687,HR21,Failed,,On Agreeing to the Amendment,,Energy
118,House,51,1/26/23,1,52,213,219,0.112,-0.096,0.609,0.932,-5.027,HR21,Failed,,On Agreeing to the Amendment,,Energy
118,House,52,1/26/23,1,53,213,219,0.076,0,0.624,0.913,-4.151,HR21,Failed,,On Agreeing to the Amendment,,Energy
118,House,53,1/26/23,1,54,197,235,0.064,-0.114,0.435,1.375,-30.386,HR21,Failed,,On Agreeing to the Amendment,,Energy
118,House,54,1/26/23,1,55,212,220,-0.04,0.196,0.71,0.234,-3.044,HR21,Failed,,On Agreeing to the Amendment,,Energy
118,House,55,1/26/23,1,56,204,228,0.083,-0.275,0.538,1.116,-20.228,HR21,Failed,,On Agreeing to the Amendment,,Energy
118,House,56,1/26/23,1,57,419,13,-0.444,-0.896,-0.16,-0.6,-43.124,HR21,Agreed to,,On Agreeing to the Amendment,,Energy
118,House,57,1/26/23,1,58,418,12,-0.951,0.308,-1.038,-1.795,-37.135,HR21,Agreed to,,On Agreeing to the Amendment,,Energy
118,House,58,1/26/23,1,59,199,232,0.195,-0.393,0.467,1.266,-32.593,HR21,Failed,,On Agreeing to the Amendment,,Energy
118,House,59,1/26/23,1,60,199,230,0.183,-0.328,0.464,1.3,-27.921,HR21,Failed,,On Agreeing to the Amendment,,Energy
118,House,60,1/27/23,1,61,207,223,-0.218,0.951,0.858,0.879,-13.512,HR21,Failed,,On Agreeing to the Amendment,,Energy
118,House,61,1/27/23,1,62,211,217,-0.014,1,0.441,0.115,-7.227,HR21,Failed,,On Agreeing to the Amendment,,Energy
118,House,62,1/27/23,1,63,212,215,0.001,0.289,0.522,1.226,-16.315,HR21,Failed,,On Agreeing to the Amendment,,Energy
118,House,63,1/27/23,1,64,209,215,0.067,0.136,0.333,0.804,-22.059,HR21,Failed,,On Agreeing to the Amendment,,Energy
118,House,64,1/27/23,1,65,204,222,-0.063,-0.998,0.519,-0.002,-12.432,HR21,Failed,,On Agreeing to the Amendment,,Energy
118,House,65,1/27/23,1,66,205,220,0.24,-0.971,0.61,0.759,-14.9,HR21,Failed,,On Agreeing to the Amendment,,Energy
118,House,66,1/27/23,1,67,171,256,-0.301,0.264,0.601,0.962,-54.571,HR21,Failed,,On Agreeing to the Amendment,,Energy
118,House,67,1/27/23,1,68,193,228,-0.067,0.029,0.528,1.413,-31.199,HR21,Failed,,On Agreeing to the Amendment,,Energy
118,House,68,1/27/23,1,69,199,229,0.078,-0.122,0.477,1.287,-22.377,HR21,Failed,,On Agreeing to the Amendment,,Energy
118,House,69,1/27/23,1,70,205,224,-0.192,0.797,0.411,0.34,-19.18,HR21,Failed,,On Agreeing to the Amendment,,Energy
118,House,70,1/27/23,1,71,207,220,-0.071,0.193,0.649,0.719,-7.099,HR21,Failed,,On Agreeing to the Amendment,,Energy
118,House,71,1/27/23,1,72,212,218,0.188,-0.148,0.562,1.085,-9.564,HR21,Failed,,On Agreeing to the Amendment,,Energy
118,House,72,1/27/23,1,73,199,231,0.269,-0.682,0.518,1.155,-30.033,HR21,Failed,,On Agreeing to the Amendment,,Energy
118,House,73,1/27/23,1,74,195,229,0.295,-0.745,0.502,1.125,-32.869,HR21,Failed,,On Agreeing to the Amendment,,Energy
118,House,74,1/27/23,1,75,191,237,0.212,-0.364,0.409,1.342,-41.097,HR21,Failed,,On Agreeing to the Amendment,,Energy
118,House,75,1/27/23,1,76,206,220,0.14,-0.207,0.548,1.126,-12.351,HR21,Failed,,On Agreeing to the Amendment,,Energy
118,House,76,1/27/23,1,77,207,221,-0.062,-0.998,0.52,0,-12.433,HR21,Failed,,On Agreeing to the Amendment,,Energy
118,House,77,1/27/23,1,78,207,221,0.282,-0.701,0.575,0.985,-14.342,HR21,Failed,,On Agreeing to the Amendment,,Energy
118,House,78,1/27/23,1,79,173,256,-0.263,0.182,0.577,1.216,-45.15,HR21,Failed,,On Agreeing to the Amendment,,Energy
118,House,79,1/27/23,1,80,204,224,-0.016,0.1,0.544,1.133,-12.95,HR21,Failed,,On Agreeing to the Amendment,,Energy
118,House,80,1/27/23,1,81,187,240,-0.027,0.726,0.24,-0.174,-71.644,HR21,Failed,,On Agreeing to the Amendment,,Energy
118,House,81,1/27/23,1,82,211,217,0.187,-0.147,0.562,1.085,-9.565,HR21,Failed,,On Agreeing to the Amendment,,Energy
118,House,82,1/27/23,1,83,208,221,-0.051,0.281,0.594,1.011,-9.151,HR21,Failed,,On Agreeing to the Amendment,,Energy
118,House,83,1/27/23,1,84,197,230,0.272,-0.509,0.481,1.314,-32.689,HR21,Failed,,On Agreeing to the Amendment,,Energy
118,House,84,1/27/23,1,85,209,219,0.183,-0.82,0.66,0.592,-6.294,HR21,Failed,,On Agreeing to the Amendment,,Energy
118,House,85,1/27/23,1,86,209,221,-0.04,0.196,0.71,0.234,-3.044,HR21,Failed,,On Agreeing to the Amendment,,Energy
118,House,86,1/27/23,1,87,210,219,0.233,-0.528,0.618,0.858,-6.864,HR21,Failed,,On Agreeing to the Amendment,,Energy
118,House,87,1/27/23,1,88,201,229,0.262,-0.669,0.535,1.091,-22.835,HR21,Failed,,On Agreeing to the Amendment,,Energy
118,House,88,1/27/23,1,89,210,218,0.099,0.09,0.682,0.526,-1.708,HR21,Failed,,On Agreeing to the Amendment,,Energy
118,House,89,1/27/23,1,90,210,220,0.031,0.019,0.715,-0.134,-0.356,HR21,Failed,,On Agreeing to the Amendment,,Energy
118,House,90,1/27/23,1,91,198,229,-0.187,0.326,0.689,0.464,-19.038,HR21,Failed,,On Agreeing to the Amendment,,Energy
118,House,91,1/27/23,1,92,207,222,-0.102,0.34,0.732,0.106,-10.081,HR21,Failed,,On Agreeing to the Amendment,,Energy
118,House,92,1/27/23,1,93,221,205,-0.056,0.26,-0.701,-0.369,-2.177,HR21,Passed,Strategic Production Response Act,On Passage,,Energy
118,House,93,1/30/23,1,94,419,0,0,0,0,0,0,HR500,Passed,Financial Exploitation Prevention Act,On Motion to Suspend the Rules and Pass,,
118,House,94,1/31/23,1,95,218,209,0.03,0.006,-0.715,0.119,-0.346,HRES75,Passed,"Providing for consideration of the bill (H.J. Res. 7) relating to a national emergency declared by the President on March 13, 2020; consideration of (H.R. 139) the SHOW UP Act; consideration of (H.R. 382) the Pandemic is Over Act; and consideration of (H.R. 497) the Freedom for Health Care Workers Act",On Ordering the Previous Question,,Congress
118,House,95,1/31/23,1,96,216,208,0.03,0.01,-0.715,0.122,-0.342,HRES75,Passed,"Providing for consideration of the bill (H.J. Res. 7) relating to a national emergency declared by the President on March 13, 2020; consideration of (H.R. 139) the SHOW UP Act; consideration of (H.R. 382) the Pandemic is Over Act; and consideration of (H.R. 497) the Freedom for Health Care Workers Act",On Agreeing to the Resolution,,Congress
118,House,96,1/31/23,1,97,210,219,0.032,0.011,0.715,-0.123,-0.359,HR497,Failed,Freedom for Health Care Workers Act,On Motion to Recommit,,Health
118,House,97,1/31/23,1,98,227,203,-0.106,-0.589,-0.727,-0.146,-16.813,HR497,Passed,Freedom for Health Care Workers Act,On Passage,,Health
118,House,98,1/31/23,1,99,210,220,0.032,0.011,0.715,-0.123,-0.359,HR382,Failed,Pandemic is Over Act,On Motion to Recommit,,Health
118,House,99,1/31/23,1,100,220,210,0.032,0.011,-0.715,0.123,-0.359,HR382,Passed,Pandemic is Over Act,On Passage,,Health
118,House,100,2/1/23,1,101,219,207,0.032,0.011,-0.715,0.123,-0.359,HRES83,Passed,Providing for consideration of the concurrent resolution (H. Con. Res. 9) denouncing the horrors of Socialism; and providing for consideration of the resolution (H. Res. 76) removing a certain member from a certain standing committee of the House,On Ordering the Previous Question,,Congress
118,House,101,2/1/23,1,102,218,209,0.032,0.01,-0.715,0.122,-0.357,HRES83,Passed,Providing for consideration of the concurrent resolution (H. Con. Res. 9) denouncing the horrors of Socialism; and providing for consideration of the resolution (H. Res. 76) removing a certain member from a certain standing committee of the House,On Agreeing to the Resolution,,Congress
118,House,102,2/1/23,1,103,221,206,0.309,-0.86,-0.626,-0.934,-14.419,HR139,Passed,SHOW UP Act,On Passage,,Government Operations and Politics
118,House,103,2/1/23,1,104,229,197,0.169,-0.794,-0.494,-0.783,-24.288,HJRES7,Passed,"Relating to a national emergency declared by the President on March 13, 2020",On Passage,,Emergency Management
118,House,104,2/2/23,1,105,218,211,0.032,0.005,-0.715,0.128,-0.358,HRES76,Passed,Removing a certain Member from a certain standing committee of the House,On Agreeing to the Resolution,,Congress
118,House,105,2/2/23,1,106,328,86,-0.02,-1,-0.357,-0.878,-75.026,HCONRES9,Passed,Denouncing the horrors of socialism,On Agreeing to the Resolution,,Government Operations and Politics
118,House,106,2/6/23,1,107,357,56,0.202,-0.86,0.359,-1.119,-59.424,HR302,Passed,Energy Cybersecurity University Leadership Act,"On Motion to Suspend the Rules and Pass, as Amended",,Energy
118,House,107,2/7/23,1,108,217,208,0.171,-0.985,-0.482,-0.339,-9.381,HRES97,Passed,"Providing for consideration of H.R. 185, To terminate the requirement imposed by the Dir. of the CDC for proof of COVID-19 vaccination for foreign travelers; H.J. Res. 24, Disapproving the action of the DC Council in approving the Local Voting Rights Amendment; H.J. Res. 26, Disapproving the action of the DC Council",On Ordering the Previous Question,,Congress
118,House,108,2/7/23,1,109,217,208,-0.04,0.212,-0.703,-0.358,-2.284,HRES97,Passed,"Providing for consideration of H.R. 185, To terminate the requirement imposed by the Dir. of the CDC for proof of COVID-19 vaccination for foreign travelers; H.J. Res. 24, Disapproving the action of the DC Council in approving the Local Voting Rights Amendment; H.J. Res. 26, Disapproving the action of the DC Council",On Agreeing to the Resolution,,Congress
118,House,109,2/8/23,1,110,210,222,0.03,0.014,0.716,-0.118,-0.363,HR185,Failed,,On Agreeing to the Amendment,,Health
118,House,110,2/8/23,1,111,253,168,-0.249,0.229,-0.246,-0.264,-77.625,HR185,Agreed to,,On Agreeing to the Amendment,,Health
118,House,111,2/8/23,1,112,207,220,0.012,0.537,0.388,-0.073,-7.334,HR185,Failed,,On Agreeing to the Amendment,,Health
118,House,112,2/8/23,1,113,426,8,0,0,0,0,0,HR185,Agreed to,,On Agreeing to the Amendment,,Health
118,House,113,2/8/23,1,114,209,224,-0.042,0.231,0.702,0.362,-2.285,HR185,Failed,,On Agreeing to the Amendment,,Health
118,House,114,2/8/23,1,115,208,220,0.03,0.008,0.715,-0.123,-0.353,HR185,Failed,"To terminate the requirement imposed by the Director of the Centers for Disease Control and Prevention for proof of COVID-19 vaccination for foreign travelers, and for other purposes",On Motion to Recommit,,Health
118,House,115,2/8/23,1,116,227,201,0.047,-0.698,-0.303,-0.207,-26.62,HR185,Passed,"To terminate the requirement imposed by the Director of the Centers for Disease Control and Prevention for proof of COVID-19 vaccination for foreign travelers, and for other purposes",On Passage,,Health
118,House,116,2/9/23,1,117,419,0,0,0,0,0,0,HRES104,Passed,Condemning the Chinese Communist Party’s use of a high-altitude surveillance balloon over United States territory as a brazen violation of United States sovereignty,On Motion to Suspend the Rules and Agree,,X
118,House,117,2/9/23,1,118,260,162,-0.28,0.19,-0.335,-0.519,-56.189,HJRES24,Passed,Disapproving the action of the District of Columbia Council in approving the Local Resident Voting Rights Amendment Act of 2022,On Passage,,Government Operations and Politics
118,House,118,2/9/23,1,119,250,173,-0.261,0.26,-0.414,-0.63,-42.371,HJRES26,Passed,Disapproving the action of the District of Columbia Council in approving the Revised Criminal Code Act,On Passage,,Government Operations and Politics
118,House,119,2/27/23,1,120,414,2,0,0,0,0,0,HRES132,Passed,"Responding to the earthquakes in Turkiye and Syria on February 6, 2023",On Motion to Suspend the Rules and Agree,,International Affairs
118,House,120,2/27/23,1,121,406,12,-0.974,-0.228,-0.464,-1.131,-28.297,HR538,Passed,Informing Consumers about Smart Devices Act,On Motion to Suspend the Rules and Pass,,Commerce
118,House,121,2/28/23,1,122,213,201,0.029,0.027,-0.715,0.138,-0.34,HRES166,Passed,"Providing for consideration of (H.R. 347) Reduce Exacerbated Inflation Negatively Impacting the Nation Act; (H.J.Res. 30) congressional disapproval under chapter 8 of tile 5, U.S.C., of the rule submitted by the Dept. of Labor relating to Prudence & Loyalty in Selecting Plan Investments & Exercising Shareholder Rights",On Ordering the Previous Question,,Congress
118,House,122,2/28/23,1,123,216,205,0.029,0.015,-0.716,0.12,-0.344,HRES166,Passed,"Providing for consideration of (H.R. 347) Reduce Exacerbated Inflation Negatively Impacting the Nation Act; (H.J.Res. 30) congressional disapproval under chapter 8 of tile 5, U.S.C., of the rule submitted by the Dept. of Labor relating to Prudence & Loyalty in Selecting Plan Investments & Exercising Shareholder Rights",On Agreeing to the Resolution,,Congress
118,House,123,2/28/23,1,124,216,204,-0.043,0.236,-0.702,-0.361,-2.284,HJRES30,Passed,"Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Department of Labor relating to “Prudence and Loyalty in Selecting Plan Investments and Exercising Shareholder Rights”",On Passage,,Labor and Employment
118,House,124,3/1/23,1,125,324,83,-0.176,-0.984,-0.239,-0.395,-104.453,HR347,Agreed to,,On Agreeing to the Amendment,,Economics and Public Finance
118,House,125,3/1/23,1,126,386,31,0.127,-0.992,-0.084,-0.714,-68.545,HR347,Agreed to,,On Agreeing to the Amendment,,Economics and Public Finance
118,House,126,3/1/23,1,127,181,236,0.117,-0.993,0.316,0.398,-56.337,HR347,Failed,,On Agreeing to the Amendment,,Economics and Public Finance
118,House,127,3/1/23,1,128,187,232,0.102,-0.995,0.335,0.355,-41.542,HR347,Failed,,On Agreeing to the Amendment,,Economics and Public Finance
118,House,128,3/1/23,1,129,364,56,0.221,-0.893,0.204,-0.625,-79.797,HR347,Agreed to,,On Agreeing to the Amendment,,Economics and Public Finance
118,House,129,3/1/23,1,130,199,226,0.248,0.338,-0.646,-0.695,-34.808,HR347,Failed,,On Agreeing to the Amendment,,Economics and Public Finance
118,House,130,3/1/23,1,131,272,148,-0.491,0.871,-0.438,-0.603,-76.772,HR347,Passed,Reduce Exacerbated Inflation Negatively Impacting the Nation Act,On Passage,,Economics and Public Finance
118,House,131,3/7/23,1,132,422,0,0,0,0,0,0,HR1226,Passed,Wounded Warrior Access Act,"On Motion to Suspend the Rules and Pass, as Amended",,
118,House,132,3/7/23,1,133,393,22,0.603,-0.547,0.421,-1.412,-21.891,HR1123,Passed,Understanding Cybersecurity of Mobile Networks Act,"On Motion to Suspend the Rules and Pass, as Amended",,"Science, Technology, Communications"
118,House,133,3/8/23,1,134,217,205,0.029,0.018,-0.716,0.117,-0.347,HRES199,Passed,Providing for consideration of the bill (H.R. 140) the Protecting Speech from Government Interference Act; consideration of the resolution (H.J. Res. 27) relating to Revised Definition of Waters of the United States; consideration of the bill (S.619) the COVID-19 Origin Act; and for other purposes,On Ordering the Previous Question,,Congress
118,House,134,3/8/23,1,135,216,206,0.029,0.019,-0.716,0.117,-0.341,HRES199,Passed,Providing for consideration of the bill (H.R. 140) the Protecting Speech from Government Interference Act; consideration of the resolution (H.J. Res. 27) relating to Revised Definition of Waters of the United States; consideration of the bill (S.619) the COVID-19 Origin Act; and for other purposes,"On Agreeing to the Resolution, as Amended",,Congress
118,House,135,3/8/23,1,136,103,321,0.505,-0.202,-0.059,1.691,-125.898,HCONRES21,Failed,"Directing the President, pursuant to section 5(c) of the War Powers Resolution, to remove the United States Armed Forces from Syria",On Agreeing to the Resolution,,International Affairs
118,House,136,3/8/23,1,137,426,0,0,0,0,0,0,HR753,Passed,VA COST SAVINGS Enhancements Act,"On Motion to Suspend the Rules and Pass, as Amended",,
118,House,137,3/8/23,1,138,207,223,0.39,-0.497,-0.316,-0.499,-41.178,HR140,Failed,,On Agreeing to the Amendment,,Government Operations and Politics
118,House,138,3/8/23,1,139,209,221,0.118,-0.508,0.666,0.649,-5.098,HR140,Failed,,On Agreeing to the Amendment,,Government Operations and Politics
118,House,139,3/9/23,1,140,204,218,0.029,0.02,0.716,-0.116,-0.346,HR140,Failed,Protecting Speech from Government Interference Act,On Motion to Recommit,,Government Operations and Politics
118,House,140,3/9/23,1,141,219,206,0.029,0.02,-0.716,0.116,-0.346,HR140,Passed,Protecting Speech from Government Interference Act,On Passage,,Government Operations and Politics
118,House,141,3/9/23,1,142,227,198,0.138,-0.276,-0.521,-1.263,-21.607,HJRES27,Passed,"Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Department of the Army, Corps of Engineers, Department of Defense and the Environmental Protection Agency relating to “Revised Definition of ’Waters of the United States’ ”",On Passage,,Environmental Protection
118,House,142,3/10/23,1,143,419,0,0,0,0,0,0,S619,Passed,COVID-19 Origin Act,On Passage,,X
118,House,143,3/22/23,1,144,393,4,0,0,0,0,0,HR1093,Passed,"To direct the Secretary of State to submit to Congress a report on implementation of the advanced capabilities pillar of the trilateral security partnership between Australia, the United Kingdom, and the United States",On Motion to Suspend the Rules and Pass,,International Affairs
118,House,144,3/22/23,1,145,404,7,0,0,0,0,0,HR1159,Passed,To amend the Taiwan Assurance Act of 2020 to require periodic reviews and updated reports relating to the Department of State’s Taiwan Guidelines,On Motion to Suspend the Rules and Pass,,International Affairs
118,House,145,3/23/23,1,146,219,204,0.028,0.017,-0.716,0.114,-0.342,HRES241,Passed,Providing for consideration of the bill (H.R. 5) Parents Bill of Rights Act,On Ordering the Previous Question,,Congress
118,House,146,3/23/23,1,147,218,205,0.028,0.016,-0.716,0.115,-0.341,HRES241,Passed,Providing for consideration of the bill (H.R. 5) Parents Bill of Rights Act,On Agreeing to the Resolution,,Congress
118,House,147,3/23/23,1,148,388,33,0.737,0.001,0.646,-0.78,-30.409,HR406,Passed,PARTNER with ASEAN Act,On Motion to Suspend the Rules and Pass,,International Affairs
118,House,148,3/23/23,1,149,219,200,-0.048,0.237,-0.698,-0.401,-2.228,HJRES30,Failed,"Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Department of Labor relating to “Prudence and Loyalty in Selecting Plan Investments and Exercising Shareholder Rights”","Passage, Objections of the President To The Contrary Notwithstanding",,Labor and Employment
118,House,149,3/23/23,1,150,203,223,-0.002,-0.773,0.52,0.075,-6.31,HR5,Failed,,On Agreeing to the Amendment,,Education
118,House,150,3/23/23,1,151,61,365,0.262,-0.81,-0.152,0.488,-95.521,HR5,Failed,,On Agreeing to the Amendment,,Education
118,House,151,3/23/23,1,152,89,338,-0.059,-0.998,-0.343,1.192,-94.644,HR5,Failed,,On Agreeing to the Amendment,,Education
118,House,152,3/23/23,1,153,386,39,0.735,-0.227,0.204,-0.983,-77.454,HR5,Agreed to,,On Agreeing to the Amendment,,Education
118,House,153,3/24/23,1,154,420,5,0,0,0,0,0,HR5,Agreed to,,On Agreeing to the Amendment,,Education
118,House,154,3/24/23,1,155,203,217,0.094,0.09,0.678,0.56,-1.692,HR5,Failed,,On Agreeing to the Amendment,,Education
118,House,155,3/24/23,1,156,161,265,0.354,-0.578,-0.466,0.146,-70.436,HR5,Failed,,On Agreeing to the Amendment,,Education
118,House,156,3/24/23,1,157,107,317,0.357,-0.59,-0.164,0.239,-125.019,HR5,Failed,,On Agreeing to the Amendment,,Education
118,House,157,3/24/23,1,158,113,311,0.121,-0.993,-0.342,0.664,-91.665,HR5,Failed,,On Agreeing to the Amendment,,Education
118,House,158,3/24/23,1,159,83,331,0.181,-0.927,-0.81,1.884,-83.295,HR5,Failed,,On Agreeing to the Amendment,,Education
118,House,159,3/24/23,1,160,203,218,0.027,0.021,0.716,-0.107,-0.338,HR5,Failed,Parents Bill of Rights Act,On Motion to Recommit,,Education
118,House,160,3/24/23,1,161,213,208,-0.198,0.98,-0.547,-0.936,-18.964,HR5,Passed,Parents Bill of Rights Act,On Passage,,Education
118,House,161,3/24/23,1,162,405,0,0,0,0,0,0,HCONRES25,Passed,Authorizing the use of Emancipation Hall in the Capitol Visitor Center for a ceremony as part of the commemoration of the days of remembrance of victims of the Holocaust,On Motion to Suspend the Rules and Agree,,X
118,House,162,3/27/23,1,163,413,2,0,0,0,0,0,HR1154,Passed,Stop Forced Organ Harvesting Act,On Motion to Suspend the Rules and Pass,,International Affairs
